TEMPORAL;TERRITORIO;INSCRIPCION;SEXO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
2017;21;;00;21;ANDALUCES;261.0;A
2017;21;;00;23;ANDALUCES;1.0;A
2017;21;;00;29;ANDALUCES;5.0;A
2017;21;;00;41;ANDALUCES;21.0;A
2017;21;;00;C01;ANDALUCES;296.0;A
2017;21;;00;C02;ANDALUCES;45.0;A
2017;21;;00;66;ANDALUCES;330.0;A
2017;21;;00;00;ANDALUCES;671.0;A
2017;21;;01;11;ANDALUCES;1.0;A
2017;21;;01;14;ANDALUCES;3.0;A
2017;21;;01;18;ANDALUCES;2.0;A
2017;21;;01;21;ANDALUCES;126.0;A
2017;21;;01;29;ANDALUCES;2.0;A
2017;21;;01;41;ANDALUCES;11.0;A
2017;21;;01;C01;ANDALUCES;145.0;A
2017;21;;01;C02;ANDALUCES;20.0;A
2017;21;;01;66;ANDALUCES;160.0;A
2017;21;;01;00;ANDALUCES;325.0;A
2017;21;;06;14;ANDALUCES;2.0;A
2017;21;;06;21;ANDALUCES;135.0;A
2017;21;;06;23;ANDALUCES;1.0;A
2017;21;;06;29;ANDALUCES;3.0;A
2017;21;;06;41;ANDALUCES;10.0;A
2017;21;;06;C01;ANDALUCES;151.0;A
2017;21;;06;C02;ANDALUCES;25.0;A
2017;21;;06;66;ANDALUCES;170.0;A
2017;21;;06;00;ANDALUCES;346.0;A
2017;23;;00;04;ANDALUCES;2.0;A
2017;23;;00;11;ANDALUCES;2.0;A
2017;23;;00;14;ANDALUCES;3.0;A
2017;23;;00;18;ANDALUCES;5.0;A
2017;23;;00;23;ANDALUCES;387.0;A
2017;23;;00;29;ANDALUCES;1.0;A
2017;23;;00;41;ANDALUCES;2.0;A
2017;23;;00;C01;ANDALUCES;402.0;A
2017;23;;00;C02;ANDALUCES;53.0;A
2017;23;;00;66;ANDALUCES;486.0;A
2017;23;;00;00;ANDALUCES;941.0;A
2017;23;;01;04;ANDALUCES;1.0;A
2017;23;;01;11;ANDALUCES;2.0;A
2017;23;;01;14;ANDALUCES;1.0;A
2017;23;;01;18;ANDALUCES;3.0;A
2017;23;;01;23;ANDALUCES;212.0;A
2017;23;;01;41;ANDALUCES;2.0;A
2017;23;;01;C01;ANDALUCES;221.0;A
2017;23;;01;C02;ANDALUCES;28.0;A
2017;23;;01;66;ANDALUCES;260.0;A
2017;23;;01;00;ANDALUCES;509.0;A
2017;23;;06;04;ANDALUCES;1.0;A
2017;23;;06;14;ANDALUCES;2.0;A
2017;23;;06;18;ANDALUCES;2.0;A
2017;23;;06;23;ANDALUCES;175.0;A
2017;23;;06;29;ANDALUCES;1.0;A
2017;23;;06;C01;ANDALUCES;181.0;A
2017;23;;06;C02;ANDALUCES;25.0;A
2017;23;;06;66;ANDALUCES;226.0;A
2017;23;;06;00;ANDALUCES;432.0;A
2017;29;;00;04;ANDALUCES;8.0;A
2017;29;;00;11;ANDALUCES;52.0;A
2017;29;;00;14;ANDALUCES;28.0;A
2017;29;;00;18;ANDALUCES;46.0;A
2017;29;;00;21;ANDALUCES;3.0;A
2017;29;;00;23;ANDALUCES;27.0;A
2017;29;;00;29;ANDALUCES;1538.0;A
2017;29;;00;41;ANDALUCES;29.0;A
2017;29;;00;C01;ANDALUCES;1731.0;A
2017;29;;00;C02;ANDALUCES;303.0;A
2017;29;;00;66;ANDALUCES;3155.0;A
2017;29;;00;NC000;ANDALUCES;2.0;A
2017;29;;00;00;ANDALUCES;5191.0;A
2017;29;;01;04;ANDALUCES;6.0;A
2017;29;;01;11;ANDALUCES;26.0;A
2017;29;;01;14;ANDALUCES;14.0;A
2017;29;;01;18;ANDALUCES;27.0;A
2017;29;;01;21;ANDALUCES;2.0;A
2017;29;;01;23;ANDALUCES;13.0;A
2017;29;;01;29;ANDALUCES;775.0;A
2017;29;;01;41;ANDALUCES;15.0;A
2017;29;;01;C01;ANDALUCES;878.0;A
2017;29;;01;C02;ANDALUCES;168.0;A
2017;29;;01;66;ANDALUCES;1619.0;A
2017;29;;01;NC000;ANDALUCES;1.0;A
2017;29;;01;00;ANDALUCES;2666.0;A
2017;29;;06;04;ANDALUCES;2.0;A
2017;29;;06;11;ANDALUCES;26.0;A
2017;29;;06;14;ANDALUCES;14.0;A
2017;29;;06;18;ANDALUCES;19.0;A
2017;29;;06;21;ANDALUCES;1.0;A
2017;29;;06;23;ANDALUCES;14.0;A
2017;29;;06;29;ANDALUCES;763.0;A
2017;29;;06;41;ANDALUCES;14.0;A
2017;29;;06;C01;ANDALUCES;853.0;A
2017;29;;06;C02;ANDALUCES;135.0;A
2017;29;;06;66;ANDALUCES;1536.0;A
2017;29;;06;NC000;ANDALUCES;1.0;A
2017;29;;06;00;ANDALUCES;2525.0;A
2017;41;;00;04;ANDALUCES;9.0;A
2017;41;;00;11;ANDALUCES;49.0;A
2017;41;;00;14;ANDALUCES;26.0;A
2017;41;;00;18;ANDALUCES;16.0;A
2017;41;;00;21;ANDALUCES;25.0;A
2017;41;;00;23;ANDALUCES;19.0;A
2017;41;;00;29;ANDALUCES;23.0;A
2017;41;;00;41;ANDALUCES;1542.0;A
2017;41;;00;C01;ANDALUCES;1709.0;A
2017;41;;00;C02;ANDALUCES;234.0;A
2017;41;;00;66;ANDALUCES;1659.0;A
2017;41;;00;00;ANDALUCES;3602.0;A
2017;41;;01;04;ANDALUCES;7.0;A
2017;41;;01;11;ANDALUCES;23.0;A
2017;41;;01;14;ANDALUCES;14.0;A
2017;41;;01;18;ANDALUCES;11.0;A
2017;41;;01;21;ANDALUCES;9.0;A
2017;41;;01;23;ANDALUCES;8.0;A
2017;41;;01;29;ANDALUCES;10.0;A
2017;41;;01;41;ANDALUCES;791.0;A
2017;41;;01;C01;ANDALUCES;873.0;A
2017;41;;01;C02;ANDALUCES;124.0;A
2017;41;;01;66;ANDALUCES;816.0;A
2017;41;;01;00;ANDALUCES;1813.0;A
2017;41;;06;04;ANDALUCES;2.0;A
2017;41;;06;11;ANDALUCES;26.0;A
2017;41;;06;14;ANDALUCES;12.0;A
2017;41;;06;18;ANDALUCES;5.0;A
2017;41;;06;21;ANDALUCES;16.0;A
2017;41;;06;23;ANDALUCES;11.0;A
2017;41;;06;29;ANDALUCES;13.0;A
2017;41;;06;41;ANDALUCES;751.0;A
2017;41;;06;C01;ANDALUCES;836.0;A
2017;41;;06;C02;ANDALUCES;110.0;A
2017;41;;06;66;ANDALUCES;843.0;A
2017;41;;06;00;ANDALUCES;1789.0;A
2017;;;00;04;ANDALUCES;608.0;A
2017;;;00;11;ANDALUCES;1280.0;A
2017;;;00;14;ANDALUCES;697.0;A
2017;;;00;18;ANDALUCES;1016.0;A
2017;;;00;21;ANDALUCES;299.0;A
2017;;;00;23;ANDALUCES;482.0;A
2017;;;00;29;ANDALUCES;1608.0;A
2017;;;00;41;ANDALUCES;1649.0;A
2017;;;00;C01;ANDALUCES;7639.0;A
2017;;;00;C02;ANDALUCES;1135.0;A
2017;;;00;66;ANDALUCES;10854.0;A
2017;;;00;NC000;ANDALUCES;3.0;A
2017;;;00;00;ANDALUCES;19631.0;A
2017;;;01;04;ANDALUCES;314.0;A
2017;;;01;11;ANDALUCES;640.0;A
2017;;;01;14;ANDALUCES;356.0;A
2017;;;01;18;ANDALUCES;520.0;A
2017;;;01;21;ANDALUCES;144.0;A
2017;;;01;23;ANDALUCES;257.0;A
2017;;;01;29;ANDALUCES;805.0;A
2017;;;01;41;ANDALUCES;843.0;A
2017;;;01;C01;ANDALUCES;3879.0;A
2017;;;01;C02;ANDALUCES;614.0;A
2017;;;01;66;ANDALUCES;5385.0;A
2017;;;01;NC000;ANDALUCES;2.0;A
2017;;;01;00;ANDALUCES;9880.0;A
2017;;;06;04;ANDALUCES;294.0;A
2017;;;06;11;ANDALUCES;640.0;A
2017;;;06;14;ANDALUCES;341.0;A
2017;;;06;18;ANDALUCES;496.0;A
2017;;;06;21;ANDALUCES;155.0;A
2017;;;06;23;ANDALUCES;225.0;A
2017;;;06;29;ANDALUCES;803.0;A
2017;;;06;41;ANDALUCES;806.0;A
2017;;;06;C01;ANDALUCES;3760.0;A
2017;;;06;C02;ANDALUCES;521.0;A
2017;;;06;66;ANDALUCES;5469.0;A
2017;;;06;NC000;ANDALUCES;1.0;A
2017;;;06;00;ANDALUCES;9751.0;A
2017;C02;;00;04;ANDALUCES;105.0;A
2017;C02;;00;11;ANDALUCES;254.0;A
2017;C02;;00;14;ANDALUCES;133.0;A
2017;C02;;00;18;ANDALUCES;199.0;A
2017;C02;;00;21;ANDALUCES;44.0;A
2017;C02;;00;23;ANDALUCES;168.0;A
2017;C02;;00;29;ANDALUCES;210.0;A
2017;C02;;00;41;ANDALUCES;239.0;A
2017;C02;;00;C01;ANDALUCES;1352.0;A
2017;C02;;00;00;ANDALUCES;1352.0;A
2017;C02;;01;04;ANDALUCES;60.0;A
2017;C02;;01;11;ANDALUCES;141.0;A
2017;C02;;01;14;ANDALUCES;78.0;A
2017;C02;;01;18;ANDALUCES;108.0;A
2017;C02;;01;21;ANDALUCES;26.0;A
2017;C02;;01;23;ANDALUCES;100.0;A
2017;C02;;01;29;ANDALUCES;114.0;A
2017;C02;;01;41;ANDALUCES;132.0;A
2017;C02;;01;C01;ANDALUCES;759.0;A
2017;C02;;01;00;ANDALUCES;759.0;A
2017;C02;;06;04;ANDALUCES;45.0;A
2017;C02;;06;11;ANDALUCES;113.0;A
2017;C02;;06;14;ANDALUCES;55.0;A
2017;C02;;06;18;ANDALUCES;91.0;A
2017;C02;;06;21;ANDALUCES;18.0;A
2017;C02;;06;23;ANDALUCES;68.0;A
2017;C02;;06;29;ANDALUCES;96.0;A
2017;C02;;06;41;ANDALUCES;107.0;A
2017;C02;;06;C01;ANDALUCES;593.0;A
2017;C02;;06;00;ANDALUCES;593.0;A
2017;00;;00;04;ANDALUCES;713.0;A
2017;00;;00;11;ANDALUCES;1534.0;A
2017;00;;00;14;ANDALUCES;830.0;A
2017;00;;00;18;ANDALUCES;1215.0;A
2017;00;;00;21;ANDALUCES;343.0;A
2017;00;;00;23;ANDALUCES;650.0;A
2017;00;;00;29;ANDALUCES;1818.0;A
2017;00;;00;41;ANDALUCES;1888.0;A
2017;00;;00;C01;ANDALUCES;8991.0;A
2017;00;;00;C02;ANDALUCES;1135.0;A
2017;00;;00;66;ANDALUCES;10854.0;A
2017;00;;00;NC000;ANDALUCES;3.0;A
2017;00;;00;00;ANDALUCES;20983.0;A
2017;00;;01;04;ANDALUCES;374.0;A
2017;00;;01;11;ANDALUCES;781.0;A
2017;00;;01;14;ANDALUCES;434.0;A
2017;00;;01;18;ANDALUCES;628.0;A
2017;00;;01;21;ANDALUCES;170.0;A
2017;00;;01;23;ANDALUCES;357.0;A
2017;00;;01;29;ANDALUCES;919.0;A
2017;00;;01;41;ANDALUCES;975.0;A
2017;00;;01;C01;ANDALUCES;4638.0;A
2017;00;;01;C02;ANDALUCES;614.0;A
2017;00;;01;66;ANDALUCES;5385.0;A
2017;00;;01;NC000;ANDALUCES;2.0;A
2017;00;;01;00;ANDALUCES;10639.0;A
2017;00;;06;04;ANDALUCES;339.0;A
2017;00;;06;11;ANDALUCES;753.0;A
2017;00;;06;14;ANDALUCES;396.0;A
2017;00;;06;18;ANDALUCES;587.0;A
2017;00;;06;21;ANDALUCES;173.0;A
2017;00;;06;23;ANDALUCES;293.0;A
2017;00;;06;29;ANDALUCES;899.0;A
2017;00;;06;41;ANDALUCES;913.0;A
2017;00;;06;C01;ANDALUCES;4353.0;A
2017;00;;06;C02;ANDALUCES;521.0;A
2017;00;;06;66;ANDALUCES;5469.0;A
2017;00;;06;NC000;ANDALUCES;1.0;A
2017;00;;06;00;ANDALUCES;10344.0;A
2018;04;;00;04;ANDALUCES;558.0;A
2018;04;;00;11;ANDALUCES;1.0;A
2018;04;;00;14;ANDALUCES;2.0;A
2018;04;;00;18;ANDALUCES;16.0;A
2018;04;;00;21;ANDALUCES;1.0;A
2018;04;;00;23;ANDALUCES;4.0;A
2018;04;;00;29;ANDALUCES;5.0;A
2018;04;;00;41;ANDALUCES;10.0;A
2018;04;;00;C01;ANDALUCES;597.0;A
2018;04;;00;C02;ANDALUCES;92.0;A
2018;04;;00;66;ANDALUCES;1546.0;A
2018;04;;00;00;ANDALUCES;2235.0;A
2018;04;;01;04;ANDALUCES;297.0;A
2018;04;;01;11;ANDALUCES;1.0;A
2018;04;;01;14;ANDALUCES;1.0;A
2018;04;;01;18;ANDALUCES;6.0;A
2018;04;;01;21;ANDALUCES;1.0;A
2018;04;;01;23;ANDALUCES;1.0;A
2018;04;;01;29;ANDALUCES;3.0;A
2018;04;;01;41;ANDALUCES;7.0;A
2018;04;;01;C01;ANDALUCES;317.0;A
2018;04;;01;C02;ANDALUCES;51.0;A
2018;04;;01;66;ANDALUCES;755.0;A
2018;04;;01;00;ANDALUCES;1123.0;A
2018;04;;06;04;ANDALUCES;261.0;A
2018;04;;06;14;ANDALUCES;1.0;A
2018;04;;06;18;ANDALUCES;10.0;A
2018;04;;06;23;ANDALUCES;3.0;A
2018;04;;06;29;ANDALUCES;2.0;A
2018;04;;06;41;ANDALUCES;3.0;A
2018;04;;06;C01;ANDALUCES;280.0;A
2018;04;;06;C02;ANDALUCES;41.0;A
2018;04;;06;66;ANDALUCES;791.0;A
2018;04;;06;00;ANDALUCES;1112.0;A
2018;11;;00;04;ANDALUCES;3.0;A
2018;11;;00;11;ANDALUCES;1010.0;A
2018;11;;00;14;ANDALUCES;15.0;A
2018;11;;00;18;ANDALUCES;10.0;A
2018;11;;00;21;ANDALUCES;5.0;A
2018;11;;00;23;ANDALUCES;3.0;A
2018;11;;00;29;ANDALUCES;20.0;A
2018;11;;00;41;ANDALUCES;24.0;A
2018;11;;00;C01;ANDALUCES;1090.0;A
2018;11;;00;C02;ANDALUCES;155.0;A
2018;11;;00;66;ANDALUCES;901.0;A
2018;11;;00;00;ANDALUCES;2146.0;A
2018;11;;01;04;ANDALUCES;2.0;A
2018;11;;01;11;ANDALUCES;547.0;A
2018;11;;01;14;ANDALUCES;9.0;A
2018;11;;01;18;ANDALUCES;5.0;A
2018;11;;01;21;ANDALUCES;2.0;A
2018;11;;01;23;ANDALUCES;1.0;A
2018;11;;01;29;ANDALUCES;12.0;A
2018;11;;01;41;ANDALUCES;11.0;A
2018;11;;01;C01;ANDALUCES;589.0;A
2018;11;;01;C02;ANDALUCES;79.0;A
2018;11;;01;66;ANDALUCES;456.0;A
2018;11;;01;00;ANDALUCES;1124.0;A
2018;11;;06;04;ANDALUCES;1.0;A
2018;11;;06;11;ANDALUCES;463.0;A
2018;11;;06;14;ANDALUCES;6.0;A
2018;11;;06;18;ANDALUCES;5.0;A
2018;11;;06;21;ANDALUCES;3.0;A
2018;11;;06;23;ANDALUCES;2.0;A
2018;11;;06;29;ANDALUCES;8.0;A
2018;11;;06;41;ANDALUCES;13.0;A
2018;11;;06;C01;ANDALUCES;501.0;A
2018;11;;06;C02;ANDALUCES;76.0;A
2018;11;;06;66;ANDALUCES;445.0;A
2018;11;;06;00;ANDALUCES;1022.0;A
2018;14;;00;04;ANDALUCES;2.0;A
2018;14;;00;11;ANDALUCES;2.0;A
2018;14;;00;14;ANDALUCES;441.0;A
2018;14;;00;18;ANDALUCES;5.0;A
2018;14;;00;23;ANDALUCES;2.0;A
2018;14;;00;29;ANDALUCES;5.0;A
2018;14;;00;41;ANDALUCES;5.0;A
2018;14;;00;C01;ANDALUCES;462.0;A
2018;14;;00;C02;ANDALUCES;50.0;A
2018;14;;00;66;ANDALUCES;478.0;A
2018;14;;00;00;ANDALUCES;990.0;A
2018;14;;01;04;ANDALUCES;2.0;A
2018;14;;01;11;ANDALUCES;1.0;A
2018;14;;01;14;ANDALUCES;241.0;A
2018;14;;01;18;ANDALUCES;2.0;A
2018;14;;01;29;ANDALUCES;4.0;A
2018;14;;01;41;ANDALUCES;1.0;A
2018;14;;01;C01;ANDALUCES;251.0;A
2018;14;;01;C02;ANDALUCES;30.0;A
2018;14;;01;66;ANDALUCES;242.0;A
2018;14;;01;00;ANDALUCES;523.0;A
2018;14;;06;11;ANDALUCES;1.0;A
2018;14;;06;14;ANDALUCES;200.0;A
2018;14;;06;18;ANDALUCES;3.0;A
2018;14;;06;23;ANDALUCES;2.0;A
2018;14;;06;29;ANDALUCES;1.0;A
2018;14;;06;41;ANDALUCES;4.0;A
2018;14;;06;C01;ANDALUCES;211.0;A
2018;14;;06;C02;ANDALUCES;20.0;A
2018;14;;06;66;ANDALUCES;236.0;A
2018;14;;06;00;ANDALUCES;467.0;A
2018;18;;00;04;ANDALUCES;22.0;A
2018;18;;00;11;ANDALUCES;16.0;A
2018;18;;00;14;ANDALUCES;11.0;A
2018;18;;00;18;ANDALUCES;798.0;A
2018;18;;00;21;ANDALUCES;4.0;A
2018;18;;00;23;ANDALUCES;12.0;A
2018;18;;00;29;ANDALUCES;15.0;A
2018;18;;00;41;ANDALUCES;7.0;A
2018;18;;00;C01;ANDALUCES;885.0;A
2018;18;;00;C02;ANDALUCES;120.0;A
2018;18;;00;66;ANDALUCES;1603.0;A
2018;18;;00;00;ANDALUCES;2608.0;A
2018;18;;01;04;ANDALUCES;10.0;A
2018;18;;01;11;ANDALUCES;4.0;A
2018;18;;01;14;ANDALUCES;4.0;A
2018;18;;01;18;ANDALUCES;429.0;A
2018;18;;01;23;ANDALUCES;9.0;A
2018;18;;01;29;ANDALUCES;7.0;A
2018;18;;01;41;ANDALUCES;2.0;A
2018;18;;01;C01;ANDALUCES;465.0;A
2018;18;;01;C02;ANDALUCES;68.0;A
2018;18;;01;66;ANDALUCES;823.0;A
2018;18;;01;00;ANDALUCES;1356.0;A
2018;18;;06;04;ANDALUCES;12.0;A
2018;18;;06;11;ANDALUCES;12.0;A
2018;18;;06;14;ANDALUCES;7.0;A
2018;18;;06;18;ANDALUCES;369.0;A
2018;18;;06;21;ANDALUCES;4.0;A
2018;18;;06;23;ANDALUCES;3.0;A
2018;18;;06;29;ANDALUCES;8.0;A
2018;18;;06;41;ANDALUCES;5.0;A
2018;18;;06;C01;ANDALUCES;420.0;A
2018;18;;06;C02;ANDALUCES;52.0;A
2018;18;;06;66;ANDALUCES;780.0;A
2018;18;;06;00;ANDALUCES;1252.0;A
2018;21;;00;04;ANDALUCES;1.0;A
2018;21;;00;11;ANDALUCES;5.0;A
2018;21;;00;14;ANDALUCES;3.0;A
2018;21;;00;18;ANDALUCES;1.0;A
2018;21;;00;21;ANDALUCES;259.0;A
2018;21;;00;23;ANDALUCES;3.0;A
2018;21;;00;41;ANDALUCES;17.0;A
2018;21;;00;C01;ANDALUCES;289.0;A
2018;21;;00;C02;ANDALUCES;27.0;A
2018;21;;00;66;ANDALUCES;294.0;A
2018;21;;00;00;ANDALUCES;610.0;A
2018;21;;01;11;ANDALUCES;3.0;A
2018;21;;01;14;ANDALUCES;2.0;A
2018;21;;01;18;ANDALUCES;1.0;A
2018;21;;01;21;ANDALUCES;152.0;A
2018;21;;01;23;ANDALUCES;1.0;A
2018;21;;01;41;ANDALUCES;9.0;A
2018;21;;01;C01;ANDALUCES;168.0;A
2018;21;;01;C02;ANDALUCES;16.0;A
2018;21;;01;66;ANDALUCES;153.0;A
2018;21;;01;00;ANDALUCES;337.0;A
2018;21;;06;04;ANDALUCES;1.0;A
2018;21;;06;11;ANDALUCES;2.0;A
2018;21;;06;14;ANDALUCES;1.0;A
2018;21;;06;21;ANDALUCES;107.0;A
2018;21;;06;23;ANDALUCES;2.0;A
2018;21;;06;41;ANDALUCES;8.0;A
2018;21;;06;C01;ANDALUCES;121.0;A
2018;21;;06;C02;ANDALUCES;11.0;A
2018;21;;06;66;ANDALUCES;141.0;A
2018;21;;06;00;ANDALUCES;273.0;A
2018;23;;00;11;ANDALUCES;1.0;A
2018;23;;00;14;ANDALUCES;9.0;A
2018;23;;00;18;ANDALUCES;5.0;A
2018;23;;00;21;ANDALUCES;1.0;A
2018;23;;00;23;ANDALUCES;337.0;A
2018;23;;00;41;ANDALUCES;4.0;A
2018;23;;00;C01;ANDALUCES;357.0;A
2018;23;;00;C02;ANDALUCES;30.0;A
2018;23;;00;66;ANDALUCES;381.0;A
2018;23;;00;00;ANDALUCES;768.0;A
2018;23;;01;11;ANDALUCES;1.0;A
2018;23;;01;14;ANDALUCES;5.0;A
2018;23;;01;18;ANDALUCES;3.0;A
2018;23;;01;23;ANDALUCES;191.0;A
2018;23;;01;41;ANDALUCES;2.0;A
2018;23;;01;C01;ANDALUCES;202.0;A
2018;23;;01;C02;ANDALUCES;13.0;A
2018;23;;01;66;ANDALUCES;197.0;A
2018;23;;01;00;ANDALUCES;412.0;A
2018;23;;06;14;ANDALUCES;4.0;A
2018;23;;06;18;ANDALUCES;2.0;A
2018;23;;06;21;ANDALUCES;1.0;A
2018;23;;06;23;ANDALUCES;146.0;A
2018;23;;06;41;ANDALUCES;2.0;A
2018;23;;06;C01;ANDALUCES;155.0;A
2018;23;;06;C02;ANDALUCES;17.0;A
2018;23;;06;66;ANDALUCES;184.0;A
2018;23;;06;00;ANDALUCES;356.0;A
2018;29;;00;04;ANDALUCES;5.0;A
2018;29;;00;11;ANDALUCES;34.0;A
2018;29;;00;14;ANDALUCES;16.0;A
2018;29;;00;18;ANDALUCES;32.0;A
2018;29;;00;21;ANDALUCES;4.0;A
2018;29;;00;23;ANDALUCES;20.0;A
2018;29;;00;29;ANDALUCES;1302.0;A
2018;29;;00;41;ANDALUCES;21.0;A
2018;29;;00;C01;ANDALUCES;1434.0;A
2018;29;;00;C02;ANDALUCES;267.0;A
2018;29;;00;66;ANDALUCES;2602.0;A
2018;29;;00;00;ANDALUCES;4303.0;A
2018;29;;01;04;ANDALUCES;1.0;A
2018;29;;01;11;ANDALUCES;17.0;A
2018;29;;01;14;ANDALUCES;11.0;A
2018;29;;01;18;ANDALUCES;20.0;A
2018;29;;01;21;ANDALUCES;3.0;A
2018;29;;01;23;ANDALUCES;8.0;A
2018;29;;01;29;ANDALUCES;684.0;A
2018;29;;01;41;ANDALUCES;10.0;A
2018;29;;01;C01;ANDALUCES;754.0;A
2018;29;;01;C02;ANDALUCES;152.0;A
2018;29;;01;66;ANDALUCES;1396.0;A
2018;29;;01;00;ANDALUCES;2302.0;A
2018;29;;06;04;ANDALUCES;4.0;A
2018;29;;06;11;ANDALUCES;17.0;A
2018;29;;06;14;ANDALUCES;5.0;A
2018;29;;06;18;ANDALUCES;12.0;A
2018;29;;06;21;ANDALUCES;1.0;A
2018;29;;06;23;ANDALUCES;12.0;A
2018;29;;06;29;ANDALUCES;618.0;A
2018;29;;06;41;ANDALUCES;11.0;A
2018;29;;06;C01;ANDALUCES;680.0;A
2018;29;;06;C02;ANDALUCES;115.0;A
2018;29;;06;66;ANDALUCES;1206.0;A
2018;29;;06;00;ANDALUCES;2001.0;A
2018;41;;00;04;ANDALUCES;7.0;A
2018;41;;00;11;ANDALUCES;40.0;A
2018;41;;00;14;ANDALUCES;25.0;A
2018;41;;00;18;ANDALUCES;7.0;A
2018;41;;00;21;ANDALUCES;12.0;A
2018;41;;00;23;ANDALUCES;10.0;A
2018;41;;00;29;ANDALUCES;10.0;A
2018;41;;00;41;ANDALUCES;1334.0;A
2018;41;;00;C01;ANDALUCES;1445.0;A
2018;41;;00;C02;ANDALUCES;172.0;A
2018;41;;00;66;ANDALUCES;1596.0;A
2018;41;;00;00;ANDALUCES;3213.0;A
2018;41;;01;04;ANDALUCES;3.0;A
2018;41;;01;11;ANDALUCES;22.0;A
2018;41;;01;14;ANDALUCES;16.0;A
2018;41;;01;18;ANDALUCES;6.0;A
2018;41;;01;21;ANDALUCES;5.0;A
2018;41;;01;23;ANDALUCES;5.0;A
2018;41;;01;29;ANDALUCES;1.0;A
2018;41;;01;41;ANDALUCES;719.0;A
2018;41;;01;C01;ANDALUCES;777.0;A
2018;41;;01;C02;ANDALUCES;85.0;A
2018;41;;01;66;ANDALUCES;776.0;A
2018;41;;01;00;ANDALUCES;1638.0;A
2018;41;;06;04;ANDALUCES;4.0;A
2018;41;;06;11;ANDALUCES;18.0;A
2018;41;;06;14;ANDALUCES;9.0;A
2018;41;;06;18;ANDALUCES;1.0;A
2018;41;;06;21;ANDALUCES;7.0;A
2018;41;;06;23;ANDALUCES;5.0;A
2018;41;;06;29;ANDALUCES;9.0;A
2018;41;;06;41;ANDALUCES;615.0;A
2018;41;;06;C01;ANDALUCES;668.0;A
2018;41;;06;C02;ANDALUCES;87.0;A
2018;41;;06;66;ANDALUCES;820.0;A
2018;41;;06;00;ANDALUCES;1575.0;A
2018;;;00;04;ANDALUCES;598.0;A
2018;;;00;11;ANDALUCES;1109.0;A
2018;;;00;14;ANDALUCES;522.0;A
2018;;;00;18;ANDALUCES;874.0;A
2018;;;00;21;ANDALUCES;286.0;A
2018;;;00;23;ANDALUCES;391.0;A
2018;;;00;29;ANDALUCES;1357.0;A
2018;;;00;41;ANDALUCES;1422.0;A
2018;;;00;C01;ANDALUCES;6559.0;A
2018;;;00;C02;ANDALUCES;913.0;A
