TEMPORAL;TERRITORIO;INSCRIPCION;SEXO;LUGARNACIMIEN;INDICATOR;OBS_VALUE;FREQ
2018;;;00;66;ANDALUCES;9401.0;A
2018;;;00;00;ANDALUCES;16873.0;A
2018;;;01;04;ANDALUCES;315.0;A
2018;;;01;11;ANDALUCES;596.0;A
2018;;;01;14;ANDALUCES;289.0;A
2018;;;01;18;ANDALUCES;472.0;A
2018;;;01;21;ANDALUCES;163.0;A
2018;;;01;23;ANDALUCES;216.0;A
2018;;;01;29;ANDALUCES;711.0;A
2018;;;01;41;ANDALUCES;761.0;A
2018;;;01;C01;ANDALUCES;3523.0;A
2018;;;01;C02;ANDALUCES;494.0;A
2018;;;01;66;ANDALUCES;4798.0;A
2018;;;01;00;ANDALUCES;8815.0;A
2018;;;06;04;ANDALUCES;283.0;A
2018;;;06;11;ANDALUCES;513.0;A
2018;;;06;14;ANDALUCES;233.0;A
2018;;;06;18;ANDALUCES;402.0;A
2018;;;06;21;ANDALUCES;123.0;A
2018;;;06;23;ANDALUCES;175.0;A
2018;;;06;29;ANDALUCES;646.0;A
2018;;;06;41;ANDALUCES;661.0;A
2018;;;06;C01;ANDALUCES;3036.0;A
2018;;;06;C02;ANDALUCES;419.0;A
2018;;;06;66;ANDALUCES;4603.0;A
2018;;;06;00;ANDALUCES;8058.0;A
2018;C02;;00;04;ANDALUCES;93.0;A
2018;C02;;00;11;ANDALUCES;209.0;A
2018;C02;;00;14;ANDALUCES;111.0;A
2018;C02;;00;18;ANDALUCES;176.0;A
2018;C02;;00;21;ANDALUCES;36.0;A
2018;C02;;00;23;ANDALUCES;118.0;A
2018;C02;;00;29;ANDALUCES;162.0;A
2018;C02;;00;41;ANDALUCES;201.0;A
2018;C02;;00;C01;ANDALUCES;1106.0;A
2018;C02;;00;00;ANDALUCES;1106.0;A
2018;C02;;01;04;ANDALUCES;45.0;A
2018;C02;;01;11;ANDALUCES;128.0;A
2018;C02;;01;14;ANDALUCES;63.0;A
2018;C02;;01;18;ANDALUCES;111.0;A
2018;C02;;01;21;ANDALUCES;23.0;A
2018;C02;;01;23;ANDALUCES;73.0;A
2018;C02;;01;29;ANDALUCES;82.0;A
2018;C02;;01;41;ANDALUCES;111.0;A
2018;C02;;01;C01;ANDALUCES;636.0;A
2018;C02;;01;00;ANDALUCES;636.0;A
2018;C02;;06;04;ANDALUCES;48.0;A
2018;C02;;06;11;ANDALUCES;81.0;A
2018;C02;;06;14;ANDALUCES;48.0;A
2018;C02;;06;18;ANDALUCES;65.0;A
2018;C02;;06;21;ANDALUCES;13.0;A
2018;C02;;06;23;ANDALUCES;45.0;A
2018;C02;;06;29;ANDALUCES;80.0;A
2018;C02;;06;41;ANDALUCES;90.0;A
2018;C02;;06;C01;ANDALUCES;470.0;A
2018;C02;;06;00;ANDALUCES;470.0;A
2018;00;;00;04;ANDALUCES;691.0;A
2018;00;;00;11;ANDALUCES;1318.0;A
2018;00;;00;14;ANDALUCES;633.0;A
2018;00;;00;18;ANDALUCES;1050.0;A
2018;00;;00;21;ANDALUCES;322.0;A
2018;00;;00;23;ANDALUCES;509.0;A
2018;00;;00;29;ANDALUCES;1519.0;A
2018;00;;00;41;ANDALUCES;1623.0;A
2018;00;;00;C01;ANDALUCES;7665.0;A
2018;00;;00;C02;ANDALUCES;913.0;A
2018;00;;00;66;ANDALUCES;9401.0;A
2018;00;;00;00;ANDALUCES;17979.0;A
2018;00;;01;04;ANDALUCES;360.0;A
2018;00;;01;11;ANDALUCES;724.0;A
2018;00;;01;14;ANDALUCES;352.0;A
2018;00;;01;18;ANDALUCES;583.0;A
2018;00;;01;21;ANDALUCES;186.0;A
2018;00;;01;23;ANDALUCES;289.0;A
2018;00;;01;29;ANDALUCES;793.0;A
2018;00;;01;41;ANDALUCES;872.0;A
2018;00;;01;C01;ANDALUCES;4159.0;A
2018;00;;01;C02;ANDALUCES;494.0;A
2018;00;;01;66;ANDALUCES;4798.0;A
2018;00;;01;00;ANDALUCES;9451.0;A
2018;00;;06;04;ANDALUCES;331.0;A
2018;00;;06;11;ANDALUCES;594.0;A
2018;00;;06;14;ANDALUCES;281.0;A
2018;00;;06;18;ANDALUCES;467.0;A
2018;00;;06;21;ANDALUCES;136.0;A
2018;00;;06;23;ANDALUCES;220.0;A
2018;00;;06;29;ANDALUCES;726.0;A
2018;00;;06;41;ANDALUCES;751.0;A
2018;00;;06;C01;ANDALUCES;3506.0;A
2018;00;;06;C02;ANDALUCES;419.0;A
2018;00;;06;66;ANDALUCES;4603.0;A
2018;00;;06;00;ANDALUCES;8528.0;A
2019;04;;00;04;ANDALUCES;504.0;A
2019;04;;00;11;ANDALUCES;2.0;A
2019;04;;00;14;ANDALUCES;5.0;A
2019;04;;00;18;ANDALUCES;24.0;A
2019;04;;00;21;ANDALUCES;1.0;A
2019;04;;00;23;ANDALUCES;7.0;A
2019;04;;00;29;ANDALUCES;8.0;A
2019;04;;00;41;ANDALUCES;4.0;A
2019;04;;00;C01;ANDALUCES;555.0;A
2019;04;;00;C02;ANDALUCES;73.0;A
2019;04;;00;66;ANDALUCES;1617.0;A
2019;04;;00;00;ANDALUCES;2245.0;A
2019;04;;01;04;ANDALUCES;271.0;A
2019;04;;01;11;ANDALUCES;1.0;A
2019;04;;01;14;ANDALUCES;4.0;A
2019;04;;01;18;ANDALUCES;13.0;A
2019;04;;01;21;ANDALUCES;1.0;A
2019;04;;01;23;ANDALUCES;4.0;A
2019;04;;01;29;ANDALUCES;3.0;A
2019;04;;01;41;ANDALUCES;3.0;A
2019;04;;01;C01;ANDALUCES;300.0;A
2019;04;;01;C02;ANDALUCES;40.0;A
2019;04;;01;66;ANDALUCES;832.0;A
2019;04;;01;00;ANDALUCES;1172.0;A
2019;04;;06;04;ANDALUCES;233.0;A
2019;04;;06;11;ANDALUCES;1.0;A
2019;04;;06;14;ANDALUCES;1.0;A
2019;04;;06;18;ANDALUCES;11.0;A
2019;04;;06;23;ANDALUCES;3.0;A
2019;04;;06;29;ANDALUCES;5.0;A
2019;04;;06;41;ANDALUCES;1.0;A
2019;04;;06;C01;ANDALUCES;255.0;A
2019;04;;06;C02;ANDALUCES;33.0;A
2019;04;;06;66;ANDALUCES;785.0;A
2019;04;;06;00;ANDALUCES;1073.0;A
2019;11;;00;04;ANDALUCES;3.0;A
2019;11;;00;11;ANDALUCES;903.0;A
2019;11;;00;14;ANDALUCES;7.0;A
2019;11;;00;18;ANDALUCES;5.0;A
2019;11;;00;21;ANDALUCES;4.0;A
2019;11;;00;23;ANDALUCES;5.0;A
2019;11;;00;29;ANDALUCES;16.0;A
2019;11;;00;41;ANDALUCES;35.0;A
2019;11;;00;C01;ANDALUCES;978.0;A
2019;11;;00;C02;ANDALUCES;142.0;A
2019;11;;00;66;ANDALUCES;847.0;A
2019;11;;00;00;ANDALUCES;1967.0;A
2019;11;;01;04;ANDALUCES;2.0;A
2019;11;;01;11;ANDALUCES;488.0;A
2019;11;;01;14;ANDALUCES;5.0;A
2019;11;;01;18;ANDALUCES;2.0;A
2019;11;;01;21;ANDALUCES;2.0;A
2019;11;;01;23;ANDALUCES;2.0;A
2019;11;;01;29;ANDALUCES;7.0;A
2019;11;;01;41;ANDALUCES;19.0;A
2019;11;;01;C01;ANDALUCES;527.0;A
2019;11;;01;C02;ANDALUCES;73.0;A
2019;11;;01;66;ANDALUCES;422.0;A
2019;11;;01;00;ANDALUCES;1022.0;A
2019;11;;06;04;ANDALUCES;1.0;A
2019;11;;06;11;ANDALUCES;415.0;A
2019;11;;06;14;ANDALUCES;2.0;A
2019;11;;06;18;ANDALUCES;3.0;A
2019;11;;06;21;ANDALUCES;2.0;A
2019;11;;06;23;ANDALUCES;3.0;A
2019;11;;06;29;ANDALUCES;9.0;A
2019;11;;06;41;ANDALUCES;16.0;A
2019;11;;06;C01;ANDALUCES;451.0;A
2019;11;;06;C02;ANDALUCES;69.0;A
2019;11;;06;66;ANDALUCES;425.0;A
2019;11;;06;00;ANDALUCES;945.0;A
2019;14;;00;11;ANDALUCES;2.0;A
2019;14;;00;14;ANDALUCES;486.0;A
2019;14;;00;18;ANDALUCES;7.0;A
2019;14;;00;23;ANDALUCES;4.0;A
2019;14;;00;29;ANDALUCES;7.0;A
2019;14;;00;41;ANDALUCES;11.0;A
2019;14;;00;C01;ANDALUCES;517.0;A
2019;14;;00;C02;ANDALUCES;46.0;A
2019;14;;00;66;ANDALUCES;456.0;A
2019;14;;00;00;ANDALUCES;1019.0;A
2019;14;;01;11;ANDALUCES;2.0;A
2019;14;;01;14;ANDALUCES;259.0;A
2019;14;;01;18;ANDALUCES;4.0;A
2019;14;;01;23;ANDALUCES;3.0;A
2019;14;;01;29;ANDALUCES;2.0;A
2019;14;;01;41;ANDALUCES;4.0;A
2019;14;;01;C01;ANDALUCES;274.0;A
2019;14;;01;C02;ANDALUCES;23.0;A
2019;14;;01;66;ANDALUCES;223.0;A
2019;14;;01;00;ANDALUCES;520.0;A
2019;14;;06;14;ANDALUCES;227.0;A
2019;14;;06;18;ANDALUCES;3.0;A
2019;14;;06;23;ANDALUCES;1.0;A
2019;14;;06;29;ANDALUCES;5.0;A
2019;14;;06;41;ANDALUCES;7.0;A
2019;14;;06;C01;ANDALUCES;243.0;A
2019;14;;06;C02;ANDALUCES;23.0;A
2019;14;;06;66;ANDALUCES;233.0;A
2019;14;;06;00;ANDALUCES;499.0;A
2019;18;;00;04;ANDALUCES;10.0;A
2019;18;;00;11;ANDALUCES;9.0;A
2019;18;;00;14;ANDALUCES;5.0;A
2019;18;;00;18;ANDALUCES;764.0;A
2019;18;;00;21;ANDALUCES;1.0;A
2019;18;;00;23;ANDALUCES;14.0;A
2019;18;;00;29;ANDALUCES;8.0;A
2019;18;;00;41;ANDALUCES;5.0;A
2019;18;;00;C01;ANDALUCES;816.0;A
2019;18;;00;C02;ANDALUCES;117.0;A
2019;18;;00;66;ANDALUCES;1601.0;A
2019;18;;00;00;ANDALUCES;2534.0;A
2019;18;;01;04;ANDALUCES;5.0;A
2019;18;;01;11;ANDALUCES;6.0;A
2019;18;;01;14;ANDALUCES;2.0;A
2019;18;;01;18;ANDALUCES;400.0;A
2019;18;;01;21;ANDALUCES;1.0;A
2019;18;;01;23;ANDALUCES;11.0;A
2019;18;;01;29;ANDALUCES;4.0;A
2019;18;;01;41;ANDALUCES;4.0;A
2019;18;;01;C01;ANDALUCES;433.0;A
2019;18;;01;C02;ANDALUCES;57.0;A
2019;18;;01;66;ANDALUCES;807.0;A
2019;18;;01;00;ANDALUCES;1297.0;A
2019;18;;06;04;ANDALUCES;5.0;A
2019;18;;06;11;ANDALUCES;3.0;A
2019;18;;06;14;ANDALUCES;3.0;A
2019;18;;06;18;ANDALUCES;364.0;A
2019;18;;06;23;ANDALUCES;3.0;A
2019;18;;06;29;ANDALUCES;4.0;A
2019;18;;06;41;ANDALUCES;1.0;A
2019;18;;06;C01;ANDALUCES;383.0;A
2019;18;;06;C02;ANDALUCES;60.0;A
2019;18;;06;66;ANDALUCES;794.0;A
2019;18;;06;00;ANDALUCES;1237.0;A
2019;21;;00;11;ANDALUCES;8.0;A
2019;21;;00;14;ANDALUCES;5.0;A
2019;21;;00;18;ANDALUCES;1.0;A
2019;21;;00;21;ANDALUCES;215.0;A
2019;21;;00;29;ANDALUCES;1.0;A
2019;21;;00;41;ANDALUCES;16.0;A
2019;21;;00;C01;ANDALUCES;246.0;A
2019;21;;00;C02;ANDALUCES;21.0;A
2019;21;;00;66;ANDALUCES;292.0;A
2019;21;;00;00;ANDALUCES;559.0;A
2019;21;;01;11;ANDALUCES;6.0;A
2019;21;;01;14;ANDALUCES;1.0;A
2019;21;;01;18;ANDALUCES;1.0;A
2019;21;;01;21;ANDALUCES;115.0;A
2019;21;;01;29;ANDALUCES;1.0;A
2019;21;;01;41;ANDALUCES;8.0;A
2019;21;;01;C01;ANDALUCES;132.0;A
2019;21;;01;C02;ANDALUCES;11.0;A
2019;21;;01;66;ANDALUCES;151.0;A
2019;21;;01;00;ANDALUCES;294.0;A
2019;21;;06;11;ANDALUCES;2.0;A
2019;21;;06;14;ANDALUCES;4.0;A
2019;21;;06;21;ANDALUCES;100.0;A
2019;21;;06;41;ANDALUCES;8.0;A
2019;21;;06;C01;ANDALUCES;114.0;A
2019;21;;06;C02;ANDALUCES;10.0;A
2019;21;;06;66;ANDALUCES;141.0;A
2019;21;;06;00;ANDALUCES;265.0;A
2019;23;;00;04;ANDALUCES;2.0;A
2019;23;;00;18;ANDALUCES;9.0;A
2019;23;;00;23;ANDALUCES;354.0;A
2019;23;;00;29;ANDALUCES;2.0;A
2019;23;;00;41;ANDALUCES;3.0;A
2019;23;;00;C01;ANDALUCES;370.0;A
2019;23;;00;C02;ANDALUCES;41.0;A
2019;23;;00;66;ANDALUCES;433.0;A
2019;23;;00;NC000;ANDALUCES;1.0;A
2019;23;;00;00;ANDALUCES;845.0;A
2019;23;;01;18;ANDALUCES;4.0;A
2019;23;;01;23;ANDALUCES;182.0;A
2019;23;;01;41;ANDALUCES;1.0;A
2019;23;;01;C01;ANDALUCES;187.0;A
2019;23;;01;C02;ANDALUCES;21.0;A
2019;23;;01;66;ANDALUCES;228.0;A
2019;23;;01;00;ANDALUCES;436.0;A
2019;23;;06;04;ANDALUCES;2.0;A
2019;23;;06;18;ANDALUCES;5.0;A
2019;23;;06;23;ANDALUCES;172.0;A
2019;23;;06;29;ANDALUCES;2.0;A
2019;23;;06;41;ANDALUCES;2.0;A
2019;23;;06;C01;ANDALUCES;183.0;A
2019;23;;06;C02;ANDALUCES;20.0;A
2019;23;;06;66;ANDALUCES;205.0;A
2019;23;;06;NC000;ANDALUCES;1.0;A
2019;23;;06;00;ANDALUCES;409.0;A
2019;29;;00;04;ANDALUCES;10.0;A
2019;29;;00;11;ANDALUCES;36.0;A
2019;29;;00;14;ANDALUCES;27.0;A
2019;29;;00;18;ANDALUCES;38.0;A
2019;29;;00;21;ANDALUCES;5.0;A
2019;29;;00;23;ANDALUCES;25.0;A
2019;29;;00;29;ANDALUCES;1348.0;A
2019;29;;00;41;ANDALUCES;36.0;A
2019;29;;00;C01;ANDALUCES;1525.0;A
2019;29;;00;C02;ANDALUCES;269.0;A
2019;29;;00;66;ANDALUCES;2647.0;A
2019;29;;00;NC000;ANDALUCES;1.0;A
2019;29;;00;00;ANDALUCES;4442.0;A
2019;29;;01;04;ANDALUCES;6.0;A
2019;29;;01;11;ANDALUCES;18.0;A
2019;29;;01;14;ANDALUCES;15.0;A
2019;29;;01;18;ANDALUCES;20.0;A
2019;29;;01;21;ANDALUCES;4.0;A
2019;29;;01;23;ANDALUCES;13.0;A
2019;29;;01;29;ANDALUCES;687.0;A
2019;29;;01;41;ANDALUCES;20.0;A
2019;29;;01;C01;ANDALUCES;783.0;A
2019;29;;01;C02;ANDALUCES;150.0;A
2019;29;;01;66;ANDALUCES;1349.0;A
2019;29;;01;00;ANDALUCES;2282.0;A
2019;29;;06;04;ANDALUCES;4.0;A
2019;29;;06;11;ANDALUCES;18.0;A
2019;29;;06;14;ANDALUCES;12.0;A
2019;29;;06;18;ANDALUCES;18.0;A
2019;29;;06;21;ANDALUCES;1.0;A
2019;29;;06;23;ANDALUCES;12.0;A
2019;29;;06;29;ANDALUCES;661.0;A
2019;29;;06;41;ANDALUCES;16.0;A
2019;29;;06;C01;ANDALUCES;742.0;A
2019;29;;06;C02;ANDALUCES;119.0;A
2019;29;;06;66;ANDALUCES;1298.0;A
2019;29;;06;NC000;ANDALUCES;1.0;A
2019;29;;06;00;ANDALUCES;2160.0;A
2019;41;;00;04;ANDALUCES;4.0;A
2019;41;;00;11;ANDALUCES;35.0;A
2019;41;;00;14;ANDALUCES;29.0;A
2019;41;;00;18;ANDALUCES;7.0;A
2019;41;;00;21;ANDALUCES;13.0;A
2019;41;;00;23;ANDALUCES;14.0;A
2019;41;;00;29;ANDALUCES;15.0;A
2019;41;;00;41;ANDALUCES;1312.0;A
2019;41;;00;C01;ANDALUCES;1429.0;A
2019;41;;00;C02;ANDALUCES;161.0;A
2019;41;;00;66;ANDALUCES;1525.0;A
2019;41;;00;00;ANDALUCES;3115.0;A
2019;41;;01;04;ANDALUCES;4.0;A
2019;41;;01;11;ANDALUCES;21.0;A
2019;41;;01;14;ANDALUCES;18.0;A
2019;41;;01;18;ANDALUCES;4.0;A
2019;41;;01;21;ANDALUCES;5.0;A
2019;41;;01;23;ANDALUCES;9.0;A
2019;41;;01;29;ANDALUCES;9.0;A
2019;41;;01;41;ANDALUCES;675.0;A
2019;41;;01;C01;ANDALUCES;745.0;A
2019;41;;01;C02;ANDALUCES;86.0;A
2019;41;;01;66;ANDALUCES;774.0;A
2019;41;;01;00;ANDALUCES;1605.0;A
2019;41;;06;11;ANDALUCES;14.0;A
2019;41;;06;14;ANDALUCES;11.0;A
2019;41;;06;18;ANDALUCES;3.0;A
2019;41;;06;21;ANDALUCES;8.0;A
2019;41;;06;23;ANDALUCES;5.0;A
2019;41;;06;29;ANDALUCES;6.0;A
2019;41;;06;41;ANDALUCES;637.0;A
2019;41;;06;C01;ANDALUCES;684.0;A
2019;41;;06;C02;ANDALUCES;75.0;A
2019;41;;06;66;ANDALUCES;751.0;A
2019;41;;06;00;ANDALUCES;1510.0;A
2019;;;00;04;ANDALUCES;533.0;A
2019;;;00;11;ANDALUCES;995.0;A
2019;;;00;14;ANDALUCES;564.0;A
2019;;;00;18;ANDALUCES;855.0;A
2019;;;00;21;ANDALUCES;239.0;A
2019;;;00;23;ANDALUCES;423.0;A
2019;;;00;29;ANDALUCES;1405.0;A
2019;;;00;41;ANDALUCES;1422.0;A
2019;;;00;C01;ANDALUCES;6436.0;A
2019;;;00;C02;ANDALUCES;870.0;A
2019;;;00;66;ANDALUCES;9418.0;A
2019;;;00;NC000;ANDALUCES;2.0;A
2019;;;00;00;ANDALUCES;16726.0;A
2019;;;01;04;ANDALUCES;288.0;A
2019;;;01;11;ANDALUCES;542.0;A
2019;;;01;14;ANDALUCES;304.0;A
2019;;;01;18;ANDALUCES;448.0;A
2019;;;01;21;ANDALUCES;128.0;A
2019;;;01;23;ANDALUCES;224.0;A
2019;;;01;29;ANDALUCES;713.0;A
2019;;;01;41;ANDALUCES;734.0;A
2019;;;01;C01;ANDALUCES;3381.0;A
2019;;;01;C02;ANDALUCES;461.0;A
2019;;;01;66;ANDALUCES;4786.0;A
2019;;;01;00;ANDALUCES;8628.0;A
2019;;;06;04;ANDALUCES;245.0;A
2019;;;06;11;ANDALUCES;453.0;A
2019;;;06;14;ANDALUCES;260.0;A
2019;;;06;18;ANDALUCES;407.0;A
2019;;;06;21;ANDALUCES;111.0;A
2019;;;06;23;ANDALUCES;199.0;A
2019;;;06;29;ANDALUCES;692.0;A
2019;;;06;41;ANDALUCES;688.0;A
2019;;;06;C01;ANDALUCES;3055.0;A
2019;;;06;C02;ANDALUCES;409.0;A
2019;;;06;66;ANDALUCES;4632.0;A
2019;;;06;NC000;ANDALUCES;2.0;A
2019;;;06;00;ANDALUCES;8098.0;A
2019;C02;;00;04;ANDALUCES;94.0;A
2019;C02;;00;11;ANDALUCES;159.0;A
2019;C02;;00;14;ANDALUCES;104.0;A
2019;C02;;00;18;ANDALUCES;170.0;A
2019;C02;;00;21;ANDALUCES;46.0;A
2019;C02;;00;23;ANDALUCES;105.0;A
2019;C02;;00;29;ANDALUCES;151.0;A
2019;C02;;00;41;ANDALUCES;204.0;A
2019;C02;;00;C01;ANDALUCES;1033.0;A
2019;C02;;00;00;ANDALUCES;1033.0;A
2019;C02;;01;04;ANDALUCES;50.0;A
2019;C02;;01;11;ANDALUCES;97.0;A
2019;C02;;01;14;ANDALUCES;63.0;A
2019;C02;;01;18;ANDALUCES;99.0;A
2019;C02;;01;21;ANDALUCES;28.0;A
2019;C02;;01;23;ANDALUCES;50.0;A
2019;C02;;01;29;ANDALUCES;75.0;A
2019;C02;;01;41;ANDALUCES;119.0;A
2019;C02;;01;C01;ANDALUCES;581.0;A
2019;C02;;01;00;ANDALUCES;581.0;A
2019;C02;;06;04;ANDALUCES;44.0;A
2019;C02;;06;11;ANDALUCES;62.0;A
2019;C02;;06;14;ANDALUCES;41.0;A
2019;C02;;06;18;ANDALUCES;71.0;A
2019;C02;;06;21;ANDALUCES;18.0;A
2019;C02;;06;23;ANDALUCES;55.0;A
2019;C02;;06;29;ANDALUCES;76.0;A
2019;C02;;06;41;ANDALUCES;85.0;A
2019;C02;;06;C01;ANDALUCES;452.0;A
2019;C02;;06;00;ANDALUCES;452.0;A
2019;00;;00;04;ANDALUCES;627.0;A
2019;00;;00;11;ANDALUCES;1154.0;A
2019;00;;00;14;ANDALUCES;668.0;A
2019;00;;00;18;ANDALUCES;1025.0;A
2019;00;;00;21;ANDALUCES;285.0;A
2019;00;;00;23;ANDALUCES;528.0;A
2019;00;;00;29;ANDALUCES;1556.0;A
2019;00;;00;41;ANDALUCES;1626.0;A
2019;00;;00;C01;ANDALUCES;7469.0;A
2019;00;;00;C02;ANDALUCES;870.0;A
2019;00;;00;66;ANDALUCES;9418.0;A
2019;00;;00;NC000;ANDALUCES;2.0;A
2019;00;;00;00;ANDALUCES;17759.0;A
2019;00;;01;04;ANDALUCES;338.0;A
2019;00;;01;11;ANDALUCES;639.0;A
2019;00;;01;14;ANDALUCES;367.0;A
2019;00;;01;18;ANDALUCES;547.0;A
2019;00;;01;21;ANDALUCES;156.0;A
2019;00;;01;23;ANDALUCES;274.0;A
2019;00;;01;29;ANDALUCES;788.0;A
2019;00;;01;41;ANDALUCES;853.0;A
2019;00;;01;C01;ANDALUCES;3962.0;A
2019;00;;01;C02;ANDALUCES;461.0;A
2019;00;;01;66;ANDALUCES;4786.0;A
2019;00;;01;00;ANDALUCES;9209.0;A
2019;00;;06;04;ANDALUCES;289.0;A
2019;00;;06;11;ANDALUCES;515.0;A
2019;00;;06;14;ANDALUCES;301.0;A
2019;00;;06;18;ANDALUCES;478.0;A
2019;00;;06;21;ANDALUCES;129.0;A
2019;00;;06;23;ANDALUCES;254.0;A
2019;00;;06;29;ANDALUCES;768.0;A
2019;00;;06;41;ANDALUCES;773.0;A
2019;00;;06;C01;ANDALUCES;3507.0;A
2019;00;;06;C02;ANDALUCES;409.0;A
2019;00;;06;66;ANDALUCES;4632.0;A
2019;00;;06;NC000;ANDALUCES;2.0;A
2019;00;;06;00;ANDALUCES;8550.0;A
2020;04;;00;04;ANDALUCES;578.0;A
2020;04;;00;11;ANDALUCES;4.0;A
2020;04;;00;14;ANDALUCES;3.0;A
2020;04;;00;18;ANDALUCES;14.0;A
2020;04;;00;21;ANDALUCES;1.0;A
2020;04;;00;23;ANDALUCES;5.0;A
2020;04;;00;29;ANDALUCES;9.0;A
2020;04;;00;41;ANDALUCES;3.0;A
2020;04;;00;C01;ANDALUCES;617.0;A
2020;04;;00;C02;ANDALUCES;77.0;A
2020;04;;00;66;ANDALUCES;1653.0;A
2020;04;;00;00;ANDALUCES;2347.0;A
2020;04;;01;04;ANDALUCES;281.0;A
2020;04;;01;11;ANDALUCES;2.0;A
2020;04;;01;14;ANDALUCES;2.0;A
2020;04;;01;18;ANDALUCES;7.0;A
2020;04;;01;23;ANDALUCES;1.0;A
2020;04;;01;29;ANDALUCES;4.0;A
2020;04;;01;41;ANDALUCES;1.0;A
2020;04;;01;C01;ANDALUCES;298.0;A
2020;04;;01;C02;ANDALUCES;41.0;A
2020;04;;01;66;ANDALUCES;839.0;A
2020;04;;01;00;ANDALUCES;1178.0;A
2020;04;;06;04;ANDALUCES;297.0;A
2020;04;;06;11;ANDALUCES;2.0;A
2020;04;;06;14;ANDALUCES;1.0;A
2020;04;;06;18;ANDALUCES;7.0;A
2020;04;;06;21;ANDALUCES;1.0;A
2020;04;;06;23;ANDALUCES;4.0;A
2020;04;;06;29;ANDALUCES;5.0;A
2020;04;;06;41;ANDALUCES;2.0;A
2020;04;;06;C01;ANDALUCES;319.0;A
2020;04;;06;C02;ANDALUCES;36.0;A
2020;04;;06;66;ANDALUCES;814.0;A
2020;04;;06;00;ANDALUCES;1169.0;A
2020;11;;00;04;ANDALUCES;2.0;A
2020;11;;00;11;ANDALUCES;1051.0;A
2020;11;;00;14;ANDALUCES;8.0;A
2020;11;;00;18;ANDALUCES;6.0;A
2020;11;;00;21;ANDALUCES;5.0;A
2020;11;;00;23;ANDALUCES;3.0;A
2020;11;;00;29;ANDALUCES;27.0;A
2020;11;;00;41;ANDALUCES;48.0;A
2020;11;;00;C01;ANDALUCES;1150.0;A
2020;11;;00;C02;ANDALUCES;166.0;A
2020;11;;00;66;ANDALUCES;876.0;A
2020;11;;00;00;ANDALUCES;2192.0;A
2020;11;;01;04;ANDALUCES;2.0;A
2020;11;;01;11;ANDALUCES;531.0;A
2020;11;;01;14;ANDALUCES;4.0;A
2020;11;;01;18;ANDALUCES;3.0;A
2020;11;;01;21;ANDALUCES;2.0;A
2020;11;;01;23;ANDALUCES;2.0;A
2020;11;;01;29;ANDALUCES;11.0;A
